step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode,global_step
125.0,25,0,2,72,97,0,4.0,0.16,6.554597482313352,2,75.0,0.3217844835464703,2,75.0,3,890.0
130.0,27,0,1,74,101,0,7.0,0.2592592592592592,9.880931162716946,1,30.0,0.5935007617421931,1,30.0,3,895.0
135.0,29,0,2,77,106,0,14.0,0.4827586206896552,10.8359579255482,2,15.0,0.711107284543273,2,15.0,3,900.0
140.0,24,0,2,83,107,0,3.0,0.125,8.64643606357744,2,4.0,0.5521736557217916,2,4.0,3,905.0
145.0,24,0,6,87,111,0,21.0,0.875,7.2114676390688786,6,22.0,0.3584849003022556,6,22.0,3,910.0
150.0,22,0,11,92,114,0,65.0,2.9545454545454546,6.388960936311445,11,66.0,0.3681178663392455,11,66.0,3,915.0
155.0,24,0,12,95,119,0,121.0,5.041666666666667,5.524119835097333,12,122.0,0.316701108737524,12,122.0,3,920.0
160.0,28,0,15,96,124,0,190.0,6.785714285714286,4.462241205065909,15,191.0,0.2556728055200627,15,191.0,3,925.0
165.0,29,0,19,98,127,0,279.0,9.620689655172416,2.9827839112144896,19,280.0,0.1749982049828869,19,280.0,3,930.0
170.0,32,0,16,99,131,0,212.0,6.625,3.151218947219188,16,313.0,0.1889987684784779,16,313.0,3,935.0
175.0,36,0,12,99,135,0,78.0,2.1666666666666665,4.918522940198382,12,278.0,0.2398780144794344,12,278.0,3,940.0
180.0,37,0,10,100,137,0,51.0,1.3783783783783785,5.564583827299817,10,191.0,0.240032514596463,10,191.0,3,945.0
185.0,39,0,4,102,141,0,27.0,0.6923076923076923,6.678478989806545,4,157.0,0.3424158223254976,4,157.0,3,950.0
190.0,37,0,4,106,143,0,44.0,1.1891891891891893,8.064728376911415,4,115.0,0.4737411661953969,4,115.0,3,955.0
195.0,34,0,4,112,146,0,64.0,1.8823529411764703,9.226184436005418,4,86.0,0.570937367059784,4,86.0,3,960.0
200.0,32,0,5,116,148,0,89.0,2.78125,9.182428935738985,5,91.0,0.5045003645123162,5,91.0,3,965.0
205.0,31,0,7,121,152,0,120.0,3.870967741935484,8.367299443402976,7,120.0,0.4366890712527468,7,120.0,3,970.0
210.0,30,0,2,126,156,0,11.0,0.3666666666666666,8.540525159717133,2,85.0,0.5332098747574752,2,85.0,3,975.0
215.0,28,0,1,132,160,0,3.0,0.1071428571428571,9.8454586725871,1,9.0,0.6080061799160744,1,9.0,3,980.0
220.0,25,0,4,138,163,0,18.0,0.72,9.696190590960825,4,18.0,0.5634599844979122,4,18.0,3,985.0
225.0,25,0,5,142,167,0,41.0,1.64,8.876019724690638,5,41.0,0.4658967825652227,5,41.0,3,990.0
230.0,22,0,3,147,169,0,7.0,0.3181818181818182,7.645776078658883,3,38.0,0.4327341102334381,3,38.0,3,995.0
235.0,20,0,1,153,173,0,1.0,0.05,8.740983994854744,1,10.0,0.5630222949671203,1,10.0,3,1000.0
240.0,24,0,1,153,177,0,6.0,0.25,11.29739455150939,1,6.0,0.752279762159992,1,6.0,3,1005.0
245.0,22,0,1,157,179,0,11.0,0.5,11.099666869895442,1,11.0,0.7343807835674017,1,11.0,3,1010.0
250.0,21,0,2,162,183,0,21.0,1.0,10.692380753111966,2,21.0,0.6610880148241793,2,21.0,3,1015.0
5.0,4,0,0,0,4,0,0.0,0.0,14.966099128759346,0,0.0,0.9948672356541352,0,0.0,4,1025.0
10.0,9,0,0,0,9,0,0.0,0.0,13.38937005164259,0,0.0,0.9271004852924428,0,0.0,4,1030.0
15.0,11,0,2,0,11,0,4.0,0.3636363636363636,9.91004708411656,2,4.0,0.6887171845044068,2,4.0,4,1035.0
20.0,14,0,4,0,14,0,18.0,1.2857142857142858,7.022633941794055,4,18.0,0.4226008326544783,4,18.0,4,1040.0
25.0,16,0,2,1,17,0,4.0,0.25,7.265249329637388,2,21.0,0.5162482954693284,2,21.0,4,1045.0
30.0,21,0,1,1,22,0,3.0,0.1428571428571428,10.1531108813599,1,7.0,0.6665038293489315,1,7.0,4,1050.0
35.0,21,0,2,2,23,0,10.0,0.4761904761904761,11.366207694407056,2,10.0,0.6994668565549534,2,10.0,4,1055.0
40.0,20,0,1,6,26,0,2.0,0.1,8.952788429219797,1,2.0,0.5229230393080807,1,2.0,4,1060.0
45.0,18,0,5,12,30,0,23.0,1.2777777777777777,8.54403988513726,5,23.0,0.5453180509175154,5,23.0,4,1065.0
50.0,21,0,7,13,34,0,51.0,2.4285714285714284,7.298313415131037,7,51.0,0.4275689248040104,7,51.0,4,1070.0
55.0,21,0,4,16,37,0,14.0,0.6666666666666666,5.978129101392329,4,55.0,0.3673272698223606,4,55.0,4,1075.0
60.0,23,0,0,17,40,0,0.0,0.0,7.536776425157846,0,21.0,0.4085567376578846,0,21.0,4,1080.0
65.0,25,0,3,18,43,0,8.0,0.32,9.460130920042914,3,12.0,0.5704835833645715,3,12.0,4,1085.0
70.0,26,0,2,21,47,0,2.0,0.0769230769230769,8.699436520490107,2,8.0,0.5453119875776969,2,8.0,4,1090.0
75.0,24,0,6,26,50,0,24.0,1.0,8.97085765544226,6,26.0,0.5286168795543866,6,26.0,4,1095.0
80.0,25,0,9,30,55,0,61.0,2.44,7.514521961940694,9,63.0,0.39512405245765,9,63.0,4,1100.0
85.0,24,0,6,34,58,0,28.0,1.1666666666666667,6.63812850648146,6,74.0,0.4132066931978572,6,74.0,4,1105.0
90.0,27,0,1,36,63,0,2.0,0.074074074074074,8.395097861935179,1,38.0,0.5323160431090967,1,38.0,4,1110.0
95.0,32,0,2,37,69,0,5.0,0.15625,9.561720708385286,2,9.0,0.5793954874305707,2,9.0,4,1115.0
100.0,32,0,2,41,73,0,3.0,0.09375,8.014333159788256,2,11.0,0.495170740966542,2,11.0,4,1120.0
105.0,30,0,8,45,75,0,30.0,1.0,6.641455273639707,8,34.0,0.3116248839393916,8,34.0,4,1125.0
110.0,31,0,14,49,80,0,86.0,2.774193548387097,5.893408583311179,14,90.0,0.2484786843048274,14,90.0,4,1130.0
115.0,32,0,13,53,85,0,83.0,2.59375,4.697709365937432,13,133.0,0.2598808444679581,13,133.0,4,1135.0
120.0,31,0,7,56,87,0,32.0,1.032258064516129,4.680447124725371,7,130.0,0.1940190155990808,7,130.0,4,1140.0
125.0,32,0,6,57,89,0,16.0,0.5,6.692383194329839,6,98.0,0.2459781846087478,6,98.0,4,1145.0
130.0,32,0,2,61,93,0,15.0,0.46875,8.74125364199331,2,69.0,0.4444477579082361,2,69.0,4,1150.0
135.0,30,0,2,65,95,0,25.0,0.8333333333333334,9.825842380350664,2,46.0,0.5925081093783481,2,46.0,4,1155.0
140.0,29,0,2,70,99,0,2.0,0.0689655172413793,8.996935355013996,2,20.0,0.5596471238688431,2,20.0,4,1160.0
145.0,26,0,7,75,101,0,25.0,0.9615384615384616,6.509223323034791,7,43.0,0.2826751479646774,7,43.0,4,1165.0
150.0,22,0,13,80,102,0,80.0,3.636363636363636,3.920648548797045,13,98.0,0.1886409695095026,13,98.0,4,1170.0
155.0,21,0,16,83,104,0,153.0,7.285714285714286,2.415020670960015,16,171.0,0.1027999535774379,16,171.0,4,1175.0
160.0,25,0,11,83,108,0,125.0,5.0,4.685570584758588,11,200.0,0.2804631531516868,11,200.0,4,1180.0
165.0,28,0,3,84,112,0,13.0,0.4642857142857143,6.909123010400478,3,153.0,0.3698192655725689,3,153.0,4,1185.0
170.0,33,0,1,85,118,0,2.0,0.0606060606060606,9.905728938639069,1,66.0,0.6091337955218604,1,66.0,4,1190.0
175.0,34,0,1,88,122,0,2.0,0.0588235294117647,8.677105533483855,1,55.0,0.524984678317077,1,55.0,4,1195.0
180.0,32,0,6,94,126,0,21.0,0.65625,7.185114379836741,6,74.0,0.3476494427026568,6,74.0,4,1200.0
185.0,31,0,11,97,128,0,67.0,2.161290322580645,5.150271103186931,11,121.0,0.1529442376436731,11,121.0,4,1205.0
190.0,28,0,12,103,131,0,63.0,2.25,4.075108266318248,12,137.0,0.2091547548940201,12,137.0,4,1210.0
195.0,29,0,5,106,135,0,26.0,0.896551724137931,5.913833336880317,5,103.0,0.2906300477569974,5,103.0,4,1215.0
200.0,31,0,1,106,137,0,5.0,0.1612903225806451,7.913802421496436,1,69.0,0.3273193120299246,1,69.0,4,1220.0
205.0,32,0,2,110,142,0,4.0,0.125,6.9468994546349325,2,68.0,0.3369560110477346,2,68.0,4,1225.0
210.0,29,0,8,116,145,0,32.0,1.103448275862069,4.819363043942041,8,96.0,0.2497471088458236,8,96.0,4,1230.0
215.0,28,0,13,118,146,0,89.0,3.1785714285714284,2.58899930104213,13,154.0,0.1311660759428779,13,154.0,4,1235.0
220.0,28,0,14,120,148,0,87.0,3.107142857142857,1.7094488329016635,14,186.0,0.0984854323358531,14,186.0,4,1240.0
225.0,30,0,11,120,150,0,52.0,1.7333333333333334,4.349439232046241,11,175.0,0.1691534547780248,11,175.0,4,1245.0
230.0,31,0,5,120,151,0,28.0,0.9032258064516128,7.134659729235247,5,128.0,0.2406643766856057,5,128.0,4,1250.0
235.0,33,0,2,124,157,0,2.0,0.0606060606060606,6.935222878350626,2,129.0,0.3497910815732156,2,129.0,4,1255.0
240.0,30,0,6,129,159,0,22.0,0.7333333333333333,5.080338711464921,6,149.0,0.2654756038043004,6,149.0,4,1260.0
245.0,28,0,13,132,160,0,75.0,2.6785714285714284,2.458118635389418,13,202.0,0.1073904986149775,13,202.0,4,1265.0
250.0,31,0,18,133,164,0,155.0,5.0,2.472578690824896,18,282.0,0.1255106266554022,18,282.0,4,1270.0
5.0,2,0,0,0,2,0,0.0,0.0,14.30698712248128,0,0.0,0.9288408197091044,0,0.0,5,1280.0
10.0,5,0,0,0,5,0,0.0,0.0,13.279643183070016,0,0.0,0.9070406916447504,0,0.0,5,1285.0
15.0,6,0,1,0,6,0,2.0,0.3333333333333333,9.853418366818198,1,2.0,0.690411371252937,1,2.0,5,1290.0
20.0,11,0,3,0,11,0,11.0,1.0,9.882305551339517,3,11.0,0.6347336821004541,3,11.0,5,1295.0
25.0,16,0,0,0,16,0,0.0,0.0,11.23263011737864,0,4.0,0.8183878036575836,0,4.0,5,1300.0
30.0,15,0,0,2,17,0,0.0,0.0,11.723778708559738,0,0.0,0.7880913458391552,0,0.0,5,1305.0
35.0,20,0,2,2,22,0,6.0,0.3,12.17361908581442,2,6.0,0.7246620255448091,2,6.0,5,1310.0
40.0,21,0,1,5,26,0,1.0,0.0476190476190476,12.044434392626508,1,1.0,0.8609851310720782,1,1.0,5,1315.0
45.0,21,0,1,11,32,0,6.0,0.2857142857142857,11.51585226160274,1,6.0,0.7371893810510248,1,6.0,5,1320.0
50.0,22,0,4,14,36,0,21.0,0.9545454545454546,9.746171533201531,4,21.0,0.6181377809299539,4,21.0,5,1325.0
55.0,21,0,8,19,40,0,47.0,2.238095238095238,6.546552358963698,8,47.0,0.3810665199339405,8,47.0,5,1330.0
60.0,23,0,5,20,43,0,22.0,0.9565217391304348,5.6250343187648815,5,57.0,0.334616911969287,5,57.0,5,1335.0
65.0,27,0,0,22,49,0,0.0,0.0,7.911588911147073,0,34.0,0.4958756135798913,0,34.0,5,1340.0
70.0,27,0,1,23,50,0,3.0,0.1111111111111111,9.898975714038654,1,9.0,0.5967457789642078,1,9.0,5,1345.0
75.0,26,0,2,27,53,0,11.0,0.4230769230769231,10.200218005472278,2,11.0,0.6265160820644013,2,11.0,5,1350.0
80.0,25,0,1,31,56,0,1.0,0.04,8.859338435905428,1,5.0,0.5406310125919576,1,5.0,5,1355.0
85.0,23,0,4,37,60,0,19.0,0.8260869565217391,8.916926575393422,4,19.0,0.4996240010753444,4,19.0,5,1360.0
90.0,22,0,9,41,63,0,53.0,2.409090909090909,6.969146220060796,9,53.0,0.3386967108539019,9,53.0,5,1365.0
95.0,24,0,12,44,68,0,104.0,4.333333333333333,5.874105100872594,12,104.0,0.3555985186343744,12,104.0,5,1370.0
100.0,22,0,14,47,69,0,170.0,7.727272727272727,4.408534243906402,14,170.0,0.2458833654531737,14,170.0,5,1375.0
105.0,25,0,9,47,72,0,106.0,4.24,4.549324670118704,9,187.0,0.2482537599063281,9,187.0,5,1380.0
110.0,27,0,4,49,76,0,9.0,0.3333333333333333,6.077388373140355,4,135.0,0.3391739908211221,4,135.0,5,1385.0
115.0,29,0,3,49,78,0,22.0,0.7586206896551724,8.112840102486427,3,58.0,0.408191480409052,3,58.0,5,1390.0
120.0,30,0,4,52,82,0,38.0,1.2666666666666666,9.56605773730642,4,40.0,0.5802484130868454,4,40.0,5,1395.0
125.0,29,0,1,57,86,0,1.0,0.0344827586206896,8.576390163937939,1,20.0,0.5386408576448506,1,20.0,5,1400.0
130.0,28,0,7,61,89,0,22.0,0.7857142857142857,7.60834675713668,7,22.0,0.3220162693081379,7,22.0,5,1405.0
135.0,24,0,12,67,91,0,71.0,2.958333333333333,5.439871966629262,12,71.0,0.2431939704927933,12,71.0,5,1410.0
140.0,24,0,7,71,95,0,54.0,2.25,4.793371605214326,7,98.0,0.2803882591278192,7,98.0,5,1415.0
145.0,26,0,3,73,99,0,7.0,0.2692307692307692,6.86701482925991,3,80.0,0.400397028502604,3,80.0,5,1420.0
150.0,27,0,1,73,100,0,9.0,0.3333333333333333,9.444266144632929,1,30.0,0.5393478597114169,1,30.0,5,1425.0
155.0,29,0,3,76,105,0,4.0,0.1379310344827586,8.444757180691859,3,25.0,0.4985939115543071,3,25.0,5,1430.0
160.0,27,0,8,81,108,0,35.0,1.2962962962962965,8.04327398220585,8,56.0,0.4316290864882849,8,56.0,5,1435.0
165.0,24,0,12,85,109,0,85.0,3.5416666666666665,5.031482452367403,12,106.0,0.1223183211934498,12,106.0,5,1440.0
170.0,26,0,9,88,114,0,64.0,2.4615384615384617,5.972311888883369,9,127.0,0.3270035813125695,9,127.0,5,1445.0
175.0,27,0,1,91,118,0,3.0,0.1111111111111111,7.075708720093404,1,84.0,0.4190836973847485,1,84.0,5,1450.0
180.0,29,0,2,92,121,0,9.0,0.3103448275862069,8.871078436669334,2,29.0,0.4952968448234069,2,29.0,5,1455.0
185.0,30,0,2,95,125,0,19.0,0.6333333333333333,10.48163719056878,2,19.0,0.7363839449449046,2,19.0,5,1460.0
190.0,31,0,1,99,130,0,1.0,0.032258064516129,8.060255039367782,1,2.0,0.497794118828788,1,2.0,5,1465.0
195.0,30,0,5,105,135,0,22.0,0.7333333333333333,8.495045130029137,5,22.0,0.488523236801976,5,22.0,5,1470.0
200.0,31,0,10,110,141,0,62.0,2.0,6.896451437168027,10,62.0,0.3850860310143776,10,62.0,5,1475.0
205.0,34,0,10,113,147,0,47.0,1.3823529411764706,5.825443168509478,10,92.0,0.3479770728883768,10,92.0,5,1480.0
210.0,34,0,8,117,151,0,23.0,0.6764705882352942,5.610811468906206,8,90.0,0.3073698909423893,8,90.0,5,1485.0
215.0,38,0,6,117,155,0,32.0,0.8421052631578947,7.359200753283973,6,80.0,0.3785615093098699,6,80.0,5,1490.0
220.0,38,0,8,121,159,0,64.0,1.6842105263157894,7.912097423708043,8,83.0,0.424705745626953,8,83.0,5,1495.0
225.0,34,0,8,126,160,0,104.0,3.0588235294117645,8.126642401871909,8,109.0,0.4287151123997602,8,109.0,5,1500.0
230.0,33,0,6,131,164,0,37.0,1.121212121212121,6.499182924461088,6,107.0,0.3363396769787161,6,107.0,5,1505.0
235.0,32,0,6,136,168,0,23.0,0.71875,7.302813789559122,6,65.0,0.4074838463900185,6,65.0,5,1510.0
240.0,30,0,11,140,170,0,67.0,2.2333333333333334,7.37767854129419,11,70.0,0.3116120790647073,11,70.0,5,1515.0
245.0,29,0,15,145,174,0,131.0,4.517241379310345,6.020162830849725,15,134.0,0.2714674131522426,15,134.0,5,1520.0
250.0,30,0,16,148,178,0,208.0,6.933333333333334,5.262903464985063,16,211.0,0.27592964523477,16,211.0,5,1525.0
